Caters,trendy,HasTV,NoiseLevel,OutdoorSeating,WiFi_no,business_id,stars,suggestion
0,0,1,1,0,0,"Remington's Restaurant (, 7200 N Scottsdale Rd)",3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,0,1,1,Cru (585 Avenue Victoria),4.5,You should provide catering services.
0,0,1,1,1,0,Wendel Clark's Classic Grill and Sports Lounge (370 Dundas Street E),2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,1,Moxie's Grill & Bar (215 300 Borough Drive),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,0,Bolero (6920 MacLeod Trail S),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,0,0,1,Parker's Grille & Tavern (32858 Walker Rd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,1,Wasabi Japanese Steak House (150 W Montrose Ave),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,1,0,The Wrangler (2140 N Las Vegas Blvd),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.
1,0,0,1,0,1,OMO Teppan and Kitchen (5222 Macleod Trail SW),4,"Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,"Hokkaido Teppanyaki Steak House (3555 S Town Center Dr, Ste 101)",4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Lone Star Steakhouse (6111 Mountain View Rd),3,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,0,1,1,0,Fire Grill (3500 Boulevard de la Côte Vertu),3,You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,1,0,1,0,0,Lakeside Grill Estrella (17665 W Elliot Rd),5,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Yellowtail Sushi & Steak (18255 N 83rd Ave),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Ben & Jack's Steakhouse (4180 Drinkwater),3,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,1,Toko Japanese Steak House (1855 State Route 59),3.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,0,1,0,0,Affy's Premium Grill (2283 Argentia Road),2.5,"Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,0,1,0,"Carvers Steaks & Chops (8258 W Thunderbird Rd, Ste 206)",3,The noise from TV may cause disturbance when customers talk with each others.
0,0,1,1,0,0,Archi's Thai Kitchen (6360 W Flamingo Rd),4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,0,0,0,Steaks R US (3655 E Southern Ave),2.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,0,1,0,1,Towne380 (380 Boulevard Saint-Martin Ouest),3,"You should provide catering services.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,1,0,Steak House Village (1302 Rue Sainte-Catherine E),3,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,1,1,1,0,1,L'Atelier d'Argentine (355 Rue Marguerite d'Youville),3.5,"You should provide catering services.|Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
1,0,1,1,0,0,LongHorn Steakhouse (8115 Old Mallard Creek Rd),3.5,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Ichi Ban Japanese Restaurant (9897 W McDowell Rd),2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,1,1,Ah-So (6033 W Bell Rd),4,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,1,0,1,The Capital Grille (3200 Las Vegas Blvd S),4.5,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,0,0,"Philly Steak & Wings (1450 W Southern Ave, Ste A)",4,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,0,Applebee's Grill + Bar (5658 Mayfield Rd),2.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,2,0,0,Montana Mike's (1601 N Cunningham Ave),3,"The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
0,0,1,1,1,1,Ryan's (1004 W Anthony Dr),2,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,1,1,1,1,0,Hamilton Walker's (201 N Neil St),3.5,"Customers prefer not to have trendy atmosphere, so you may need to change the ambience of your store.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks."
0,0,1,2,1,1,Samurai Sushi and Steakhouse (16670 Royalton Rd),3.5,You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
1,0,1,1,1,0,Picanha Steak Truck (),4,The noise from TV may cause disturbance when customers talk with each others.|Please try to reduce the noise! No one want to be interruptted when they are enjoying steaks.
0,0,1,0,0,0,"Bâton Rouge Steakhouse & Bar (25 Consumers Drive, Unit 2)",3,"You should provide catering services.|The noise from TV may cause disturbance when customers talk with each others.|Please offer outdoor seating, some people may prefer to enjoy steaks outside."
